id_number,pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_1,egg_type_2,percentage_male,egg_cycles
765,658,Greninja,6,Normal,Ninja Pokémon,Water,Dark,1.5,40,Torrent,,Protean,72,95,67,103,71,122,45,70,239,Medium Slow,Water 1,,87.5,20
766,658,Ash-Greninja,6,Normal,Ninja Pokémon,Water,Dark,1.5,40,Battle Bond,,,72,145,67,153,71,132,45,70,288,Medium Slow,Undiscovered,,100,20
767,659,Bunnelby,6,Normal,Digging Pokémon,Normal,,0.4,5,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,255,70,47,Medium Fast,Field,,50,15
768,660,Diggersby,6,Normal,Digging Pokémon,Normal,Ground,1,42.4,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,127,70,148,Medium Fast,Field,,50,15
769,661,Fletchling,6,Normal,Tiny Robin Pokémon,Normal,Flying,0.3,1.7,Big Pecks,,Gale Wings,45,50,43,40,38,62,255,70,56,Medium Slow,Flying,,50,15
770,662,Fletchinder,6,Normal,Ember Pokémon,Fire,Flying,0.7,16,Flame Body,,Gale Wings,62,73,55,56,52,84,120,70,134,Medium Slow,Flying,,50,15
771,663,Talonflame,6,Normal,Scorching Pokémon,Fire,Flying,1.2,24.5,Flame Body,,Gale Wings,78,81,71,74,69,126,45,70,175,Medium Slow,Flying,,50,15
772,664,Scatterbug,6,Normal,Scatterdust Pokémon,Bug,,0.3,2.5,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,255,70,40,Medium Fast,Bug,,50,15
773,665,Spewpa,6,Normal,Scatterdust Pokémon,Bug,,0.3,8.4,Shed Skin,,Friend Guard,45,22,60,27,30,29,120,70,75,Medium Fast,Bug,,50,15
774,666,Vivillon,6,Normal,Scale Pokémon,Bug,Flying,1.2,17,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,45,70,185,Medium Fast,Bug,,50,15
775,667,Litleo,6,Normal,Lion Cub Pokémon,Fire,Normal,0.6,13.5,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,220,70,74,Medium Slow,Field,,25,20
776,668,Pyroar,6,Normal,Royal Pokémon,Fire,Normal,1.5,81.5,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,65,70,177,Medium Slow,Field,,25,20
777,669,Flabébé,6,Normal,Single Bloom Pokémon,Fairy,,0.1,0.1,Flower Veil,,Symbiosis,44,38,39,61,79,42,225,70,61,Medium Fast,Fairy,,0,20
778,670,Floette,6,Normal,Single Bloom Pokémon,Fairy,,0.2,0.9,Flower Veil,,Symbiosis,54,45,47,75,98,52,120,70,130,Medium Fast,Fairy,,0,20
779,671,Florges,6,Normal,Garden Pokémon,Fairy,,1.1,10,Flower Veil,,Symbiosis,78,65,68,112,154,75,45,70,248,Medium Fast,Fairy,,0,20
780,672,Skiddo,6,Normal,Mount Pokémon,Grass,,0.9,31,Sap Sipper,,Grass Pelt,66,65,48,62,57,52,200,70,70,Medium Fast,Field,,50,20
781,673,Gogoat,6,Normal,Mount Pokémon,Grass,,1.7,91,Sap Sipper,,Grass Pelt,123,100,62,97,81,68,45,70,186,Medium Fast,Field,,50,20
782,674,Pancham,6,Normal,Playful Pokémon,Fighting,,0.6,8,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,220,70,70,Medium Fast,Field,Human-Like,50,25
783,675,Pangoro,6,Normal,Daunting Pokémon,Fighting,Dark,2.1,136,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,65,70,173,Medium Fast,Field,Human-Like,50,25
784,676,Furfrou,6,Normal,Poodle Pokémon,Normal,,1.2,28,Fur Coat,,,75,80,60,65,90,102,160,70,165,Medium Fast,Field,,50,20
785,677,Espurr,6,Normal,Restraint Pokémon,Psychic,,0.3,3.5,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,190,70,71,Medium Fast,Field,,50,20
786,678,Meowstic Male,6,Normal,Constraint Pokémon,Psychic,,0.6,8.5,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,75,70,163,Medium Fast,Field,,50,20
787,678,Meowstic Female,6,Normal,Constraint Pokémon,Psychic,,0.6,8.5,Keen Eye,Infiltrator,Competitive,74,48,76,83,81,104,75,70,163,Medium Fast,Field,,50,20
788,679,Honedge,6,Normal,Sword Pokémon,Steel,Ghost,0.8,2,No Guard,,,45,80,100,35,37,28,180,70,65,Medium Fast,Mineral,,50,20
789,680,Doublade,6,Normal,Sword Pokémon,Steel,Ghost,0.8,4.5,No Guard,,,59,110,150,45,49,35,90,70,157,Medium Fast,Mineral,,50,20
790,681,Aegislash Blade Forme,6,Normal,Royal Sword Pokémon,Steel,Ghost,1.7,53,Stance Change,,,60,150,50,150,50,60,45,70,234,Medium Fast,Mineral,,50,20
791,681,Aegislash Shield Forme,6,Normal,Royal Sword Pokémon,Steel,Ghost,1.7,53,Stance Change,,,60,50,150,50,150,60,45,70,234,Medium Fast,Mineral,,50,20
792,682,Spritzee,6,Normal,Perfume Pokémon,Fairy,,0.2,0.5,Healer,,Aroma Veil,78,52,60,63,65,23,200,70,68,Medium Fast,Fairy,,50,20
793,683,Aromatisse,6,Normal,Fragrance Pokémon,Fairy,,0.8,15.5,Healer,,Aroma Veil,101,72,72,99,89,29,140,70,162,Medium Fast,Fairy,,50,20
794,684,Swirlix,6,Normal,Cotton Candy Pokémon,Fairy,,0.4,3.5,Sweet Veil,,Unburden,62,48,66,59,57,49,200,70,68,Medium Fast,Fairy,,50,20
795,685,Slurpuff,6,Normal,Meringue Pokémon,Fairy,,0.8,5,Sweet Veil,,Unburden,82,80,86,85,75,72,140,70,168,Medium Fast,Fairy,,50,20
796,686,Inkay,6,Normal,Revolving Pokémon,Dark,Psychic,0.4,3.5,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,190,70,58,Medium Fast,Water 1,Water 2,50,20
797,687,Malamar,6,Normal,Overturning Pokémon,Dark,Psychic,1.5,47,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,80,70,169,Medium Fast,Water 1,Water 2,50,20
798,688,Binacle,6,Normal,Two-Handed Pokémon,Rock,Water,0.5,31,Sniper,Tough Claws,Pickpocket,42,52,67,39,56,50,120,70,61,Medium Fast,Water 3,,50,20
799,689,Barbaracle,6,Normal,Collective Pokémon,Rock,Water,1.3,96,Sniper,Tough Claws,Pickpocket,72,105,115,54,86,68,45,70,175,Medium Fast,Water 3,,50,20
800,690,Skrelp,6,Normal,Mock Kelp Pokémon,Poison,Water,0.5,7.3,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,225,70,64,Medium Fast,Dragon,Water 1,50,20
801,691,Dragalge,6,Normal,Mock Kelp Pokémon,Poison,Dragon,1.8,81.5,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,55,70,173,Medium Fast,Dragon,Water 1,50,20
802,692,Clauncher,6,Normal,Water Gun Pokémon,Water,,0.5,8.3,Mega Launcher,,,50,53,62,58,63,44,225,70,66,Slow,Water 1,Water 3,50,15
803,693,Clawitzer,6,Normal,Howitzer Pokémon,Water,,1.3,35.3,Mega Launcher,,,71,73,88,120,89,59,55,70,100,Slow,Water 1,Water 3,50,15
804,694,Helioptile,6,Normal,Generator Pokémon,Electric,Normal,0.5,6,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,190,70,58,Medium Fast,Dragon,Monster,50,20
805,695,Heliolisk,6,Normal,Generator Pokémon,Electric,Normal,1,21,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,75,70,168,Medium Fast,Dragon,Monster,50,20
806,696,Tyrunt,6,Normal,Royal Heir Pokémon,Rock,Dragon,0.8,26,Strong Jaw,,Sturdy,58,89,77,45,45,48,45,70,72,Medium Fast,Dragon,Monster,87.5,30
807,697,Tyrantrum,6,Normal,Despot Pokémon,Rock,Dragon,2.5,270,Strong Jaw,,Rock Head,82,121,119,69,59,71,45,70,182,Medium Fast,Dragon,Monster,87.5,30
808,698,Amaura,6,Normal,Tundra Pokémon,Rock,Ice,1.3,25.2,Refrigerate,,Snow Warning,77,59,50,67,63,46,45,70,72,Medium Fast,Monster,,87.5,30
809,699,Aurorus,6,Normal,Tundra Pokémon,Rock,Ice,2.7,225,Refrigerate,,Snow Warning,123,77,72,99,92,58,45,70,104,Medium Fast,Monster,,87.5,30
810,700,Sylveon,6,Normal,Intertwining Pokémon,Fairy,,1,23.5,Cute Charm,,Pixilate,95,65,65,110,130,60,45,70,184,Medium Fast,Field,,87.5,35
811,701,Hawlucha,6,Normal,Wrestling Pokémon,Fighting,Flying,0.8,21.5,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,100,70,175,Medium Fast,Flying,Human-Like,50,20
812,702,Dedenne,6,Normal,Antenna Pokémon,Electric,Fairy,0.2,2.2,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,180,70,151,Medium Fast,Fairy,Field,50,20
813,703,Carbink,6,Normal,Jewel Pokémon,Rock,Fairy,0.3,5.7,Clear Body,,Sturdy,50,50,150,50,150,50,60,70,100,Slow,Fairy,Mineral,,25
814,704,Goomy,6,Normal,Soft Tissue Pokémon,Dragon,,0.3,2.8,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,45,35,60,Slow,Dragon,,50,40
815,705,Sliggoo,6,Normal,Soft Tissue Pokémon,Dragon,,0.8,17.5,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,45,35,158,Slow,Dragon,,50,40
816,706,Goodra,6,Normal,Dragon Pokémon,Dragon,,2,150.5,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,45,35,270,Slow,Dragon,,50,40
817,707,Klefki,6,Normal,Key Ring Pokémon,Steel,Fairy,0.2,3,Prankster,,Magician,57,80,91,80,87,75,75,70,165,Fast,Mineral,,50,20
818,708,Phantump,6,Normal,Stump Pokémon,Ghost,Grass,0.4,7,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,120,70,62,Medium Fast,Amorphous,Grass,50,20
819,709,Trevenant,6,Normal,Elder Tree Pokémon,Ghost,Grass,1.5,71,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,60,70,166,Medium Fast,Amorphous,Grass,50,20
820,710,Pumpkaboo Average Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.4,5,Pickup,Frisk,Insomnia,49,66,70,44,55,51,120,70,67,Medium Fast,Amorphous,,50,20
821,710,Pumpkaboo Small Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.3,3.5,Pickup,Frisk,Insomnia,44,66,70,44,55,56,120,70,67,Medium Fast,Amorphous,,50,20
822,710,Pumpkaboo Large Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.5,7.5,Pickup,Frisk,Insomnia,54,66,70,44,55,46,120,70,67,Medium Fast,Amorphous,,50,20
823,710,Pumpkaboo Super Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.8,15,Pickup,Frisk,Insomnia,59,66,70,44,55,41,120,70,67,Medium Fast,Amorphous,,50,20
824,711,Gourgeist Average Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.9,12.5,Pickup,Frisk,Insomnia,65,90,122,58,75,84,60,70,173,Medium Fast,Amorphous,,50,20
825,711,Gourgeist Small Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.7,9.5,Pickup,Frisk,Insomnia,55,85,122,58,75,99,60,70,173,Medium Fast,Amorphous,,50,20
826,711,Gourgeist Large Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,1.1,14,Pickup,Frisk,Insomnia,75,95,122,58,75,69,60,70,173,Medium Fast,Amorphous,,50,20
827,711,Gourgeist Super Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,1.7,39,Pickup,Frisk,Insomnia,85,100,122,58,75,54,60,70,173,Medium Fast,Amorphous,,50,20
828,712,Bergmite,6,Normal,Ice Chunk Pokémon,Ice,,1,99.5,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,190,70,61,Medium Fast,Mineral,Monster,50,20
829,713,Avalugg,6,Normal,Iceberg Pokémon,Ice,,2,505,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,55,70,180,Medium Fast,Mineral,Monster,50,20
830,714,Noibat,6,Normal,Sound Wave Pokémon,Flying,Dragon,0.5,8,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,190,70,49,Medium Fast,Dragon,Flying,50,20
831,715,Noivern,6,Normal,Sound Wave Pokémon,Flying,Dragon,1.5,85,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,45,70,187,Medium Fast,Dragon,Flying,50,20
832,716,Xerneas,6,Legendary,Life Pokémon,Fairy,,3,215,Fairy Aura,,,126,131,95,131,98,99,45,0,306,Slow,Undiscovered,,,120
833,717,Yveltal,6,Legendary,Destruction Pokémon,Dark,Flying,5.8,203,Dark Aura,,,126,131,95,131,98,99,45,0,306,Slow,Undiscovered,,,120
834,718,Zygarde 50% Forme,6,Legendary,Order Pokémon,Dragon,Ground,5,305,Aura Break,Power Construct,,108,100,121,81,95,95,3,0,270,Slow,Undiscovered,,,120
835,718,Zygarde 10% Forme,6,Legendary,Order Pokémon,Dragon,Ground,1.2,33.5,Aura Break,Power Construct,,54,100,71,61,85,115,3,0,219,Slow,Undiscovered,,,120
836,718,Zygarde Complete Forme,6,Legendary,Order Pokémon,Dragon,Ground,4.5,610,Power Construct,,,216,100,121,91,95,85,3,0,319,Slow,Undiscovered,,,120
837,719,Diancie,6,Mythical,Jewel Pokémon,Rock,Fairy,0.7,8.8,Clear Body,,,50,100,150,100,150,50,3,70,270,Slow,Undiscovered,,,25
838,719,Mega Diancie,6,Mythical,Jewel Pokémon,Rock,Fairy,1.1,27.8,Magic Bounce,,,50,160,110,160,110,110,3,70,315,Slow,Undiscovered,,,25
839,720,Hoopa Hoopa Confined,6,Mythical,Mischief Pokémon,Psychic,Ghost,0.5,9,Magician,,,80,110,60,150,130,70,3,100,270,Slow,Undiscovered,,,120
840,720,Hoopa Hoopa Unbound,6,Mythical,Djinn Pokémon,Psychic,Dark,6.5,490,Magician,,,80,160,60,170,130,80,3,100,306,Slow,Undiscovered,,,120
841,721,Volcanion,6,Mythical,Steam Pokémon,Fire,Water,1.7,195,Water Absorb,,,80,110,120,130,90,70,3,100,270,Slow,Undiscovered,,,120
842,722,Rowlet,7,Normal,Grass Quill Pokémon,Grass,Flying,0.3,1.5,Overgrow,,Long Reach,68,55,55,50,50,42,45,70,64,Medium Slow,Flying,,87.5,15
843,723,Dartrix,7,Normal,Blade Quill Pokémon,Grass,Flying,0.7,16,Overgrow,,Long Reach,78,75,75,70,70,52,45,70,147,Medium Slow,Flying,,87.5,15
844,724,Decidueye,7,Normal,Arrow Quill Pokémon,Grass,Ghost,1.6,36.6,Overgrow,,Long Reach,78,107,75,100,100,70,45,70,239,Medium Slow,Flying,,87.5,15
845,725,Litten,7,Normal,Fire Cat Pokémon,Fire,,0.4,4.3,Blaze,,Intimidate,45,65,40,60,40,70,45,70,64,Medium Slow,Field,,87.5,15
846,726,Torracat,7,Normal,Fire Cat Pokémon,Fire,,0.7,25,Blaze,,Intimidate,65,85,50,80,50,90,45,70,147,Medium Slow,Field,,87.5,15
847,727,Incineroar,7,Normal,Heel Pokémon,Fire,Dark,1.8,83,Blaze,,Intimidate,95,115,90,80,90,60,45,70,239,Medium Slow,Field,,87.5,15
848,728,Popplio,7,Normal,Sea Lion Pokémon,Water,,0.4,7.5,Torrent,,Liquid Voice,50,54,54,66,56,40,45,70,64,Medium Slow,Field,Water 1,87.5,15
849,729,Brionne,7,Normal,Pop Star Pokémon,Water,,0.6,17.5,Torrent,,Liquid Voice,60,69,69,91,81,50,45,70,147,Medium Slow,Field,Water 1,87.5,15
850,730,Primarina,7,Normal,Soloist Pokémon,Water,Fairy,1.8,44,Torrent,,Liquid Voice,80,74,74,126,116,60,45,70,239,Medium Slow,Field,Water 1,87.5,15
851,731,Pikipek,7,Normal,Woodpecker Pokémon,Normal,Flying,0.3,1.2,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,255,70,53,Medium Fast,Flying,,50,15
852,732,Trumbeak,7,Normal,Bugle Beak Pokémon,Normal,Flying,0.6,14.8,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,120,70,124,Medium Fast,Flying,,50,15
853,733,Toucannon,7,Normal,Cannon Pokémon,Normal,Flying,1.1,26,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,45,70,218,Medium Fast,Flying,,50,15
854,734,Yungoos,7,Normal,Loitering Pokémon,Normal,,0.4,6,Strong Jaw,Stakeout,Adaptability,48,70,30,30,30,45,255,70,51,Medium Fast,Field,,50,15
855,735,Gumshoos,7,Normal,Stakeout Pokémon,Normal,,0.7,14.2,Strong Jaw,Stakeout,Adaptability,88,110,60,55,60,45,127,70,146,Medium Fast,Field,,50,15
856,736,Grubbin,7,Normal,Larva Pokémon,Bug,,0.4,4.4,Swarm,,,47,62,45,55,45,46,255,70,60,Medium Fast,Bug,,50,15
857,737,Charjabug,7,Normal,Battery Pokémon,Bug,Electric,0.5,10.5,Battery,,,57,82,95,55,75,36,120,70,140,Medium Fast,Bug,,50,15
858,738,Vikavolt,7,Normal,Stag Beetle Pokémon,Bug,Electric,1.5,45,Levitate,,,77,70,90,145,75,43,45,70,225,Medium Fast,Bug,,50,15
859,739,Crabrawler,7,Normal,Boxing Pokémon,Fighting,,0.6,7,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,225,70,68,Medium Fast,Water 3,,50,20
860,740,Crabominable,7,Normal,Woolly Crab Pokémon,Fighting,Ice,1.7,180,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,60,70,167,Medium Fast,Water 3,,50,20
861,741,Oricorio Baile Style,7,Normal,Dancing Pokémon,Fire,Flying,0.6,3.4,Dancer,,,75,70,70,98,70,93,45,70,167,Medium Fast,Flying,,25,20
862,741,Oricorio Pom-Pom Style,7,Normal,Dancing Pokémon,Electric,Flying,0.6,3.4,Dancer,,,75,70,70,98,70,93,45,70,167,Medium Fast,Flying,,25,20
863,741,Oricorio Pa'u Style,7,Normal,Dancing Pokémon,Psychic,Flying,0.6,3.4,Dancer,,,75,70,70,98,70,93,45,70,167,Medium Fast,Flying,,25,20
864,741,Oricorio Sensu Style,7,Normal,Dancing Pokémon,Ghost,Flying,0.6,3.4,Dancer,,,75,70,70,98,70,93,45,70,167,Medium Fast,Flying,,25,20
865,742,Cutiefly,7,Normal,Bee Fly Pokémon,Bug,Fairy,0.1,0.2,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,190,70,61,Medium Fast,Bug,Fairy,50,20
866,743,Ribombee,7,Normal,Bee Fly Pokémon,Bug,Fairy,0.2,0.5,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,75,70,162,Medium Fast,Bug,Fairy,50,20
867,744,Rockruff,7,Normal,Puppy Pokémon,Rock,,0.5,9.2,Keen Eye,Vital Spirit,Steadfast,45,65,40,30,40,60,190,70,56,Medium Fast,Field,,50,15
868,744,Own Tempo Rockruff,7,Normal,Puppy Pokémon,Rock,,0.5,9.2,Own Tempo,,,45,65,40,30,40,60,190,70,56,Medium Fast,Field,,50,15
869,745,Lycanroc Midday Form,7,Normal,Wolf Pokémon,Rock,,0.8,25,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112,90,70,170,Medium Fast,Field,,50,15
870,745,Lycanroc Midnight Form,7,Normal,Wolf Pokémon,Rock,,1.1,25,Keen Eye,Vital Spirit,No Guard,85,115,75,55,75,82,90,70,170,Medium Fast,Field,,50,15
871,745,Lycanroc Dusk Form,7,Normal,Wolf Pokémon,Rock,,0.8,25,Tough Claws,,,75,117,65,55,65,110,90,70,170,Medium Fast,Field,,50,15
872,746,Wishiwashi Solo Form,7,Normal,Small Fry Pokémon,Water,,0.2,0.3,Schooling,,,45,20,20,25,25,40,60,70,61,Fast,Water 2,,50,15
873,746,Wishiwashi School Form,7,Normal,Small Fry Pokémon,Water,,8.2,78.6,Schooling,,,45,140,130,140,135,30,60,70,217,Fast,Water 2,,50,15
874,747,Mareanie,7,Normal,Brutal Star Pokémon,Poison,Water,0.4,8,Merciless,Limber,Regenerator,50,53,62,43,52,45,190,70,61,Medium Fast,Water 1,,50,20
875,748,Toxapex,7,Normal,Brutal Star Pokémon,Poison,Water,0.7,14.5,Merciless,Limber,Regenerator,50,63,152,53,142,35,75,70,173,Medium Fast,Water 1,,50,20
876,749,Mudbray,7,Normal,Donkey Pokémon,Ground,,1,110,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45,190,70,77,Medium Fast,Field,,50,20
877,750,Mudsdale,7,Normal,Draft Horse Pokémon,Ground,,2.5,920,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35,60,70,175,Medium Fast,Field,,50,20
878,751,Dewpider,7,Normal,Water Bubble Pokémon,Water,Bug,0.3,4,Water Bubble,,Water Absorb,38,40,52,40,72,27,200,70,54,Medium Fast,Bug,Water 1,50,15
879,752,Araquanid,7,Normal,Water Bubble Pokémon,Water,Bug,1.8,82,Water Bubble,,Water Absorb,68,70,92,50,132,42,100,70,159,Medium Fast,Bug,Water 1,50,15
880,753,Fomantis,7,Normal,Sickle Grass Pokémon,Grass,,0.3,1.5,Leaf Guard,,Contrary,40,55,35,50,35,35,190,70,50,Medium Fast,Grass,,50,20
881,754,Lurantis,7,Normal,Bloom Sickle Pokémon,Grass,,0.9,18.5,Leaf Guard,,Contrary,70,105,90,80,90,45,75,70,168,Medium Fast,Grass,,50,20
882,755,Morelull,7,Normal,Illuminating Pokémon,Grass,Fairy,0.2,1.5,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15,190,70,57,Medium Fast,Grass,,50,20
883,756,Shiinotic,7,Normal,Illuminating Pokémon,Grass,Fairy,1,11.5,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30,75,70,142,Medium Fast,Grass,,50,20
884,757,Salandit,7,Normal,Toxic Lizard Pokémon,Poison,Fire,0.6,4.8,Corrosion,,Oblivious,48,44,40,71,40,77,120,70,64,Medium Fast,Dragon,Monster,87.5,20
885,758,Salazzle,7,Normal,Toxic Lizard Pokémon,Poison,Fire,1.2,22.2,Corrosion,,Oblivious,68,64,60,111,60,117,45,70,168,Medium Fast,Dragon,Monster,0,20
886,759,Stufful,7,Normal,Flailing Pokémon,Normal,Fighting,0.5,6.8,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50,140,70,68,Medium Fast,Field,,50,15
887,760,Bewear,7,Normal,Strong Arm Pokémon,Normal,Fighting,2.1,135,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,70,70,175,Medium Fast,Field,,50,15
888,761,Bounsweet,7,Normal,Fruit Pokémon,Grass,,0.3,3.2,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32,235,70,42,Medium Slow,Grass,,0,20
889,762,Steenee,7,Normal,Fruit Pokémon,Grass,,0.7,8.2,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62,120,70,102,Medium Slow,Grass,,0,20
890,763,Tsareena,7,Normal,Fruit Pokémon,Grass,,1.2,21.4,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72,45,70,230,Medium Slow,Grass,,0,20
891,764,Comfey,7,Normal,Posy Picker Pokémon,Fairy,,0.1,0.3,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100,60,70,170,Fast,Grass,,25,20
892,765,Oranguru,7,Normal,Sage Pokémon,Normal,Psychic,1.5,76,Inner Focus,Telepathy,Symbiosis,90,60,80,90,110,60,45,70,172,Slow,Field,,50,20
893,766,Passimian,7,Normal,Teamwork Pokémon,Fighting,,2,82.8,Receiver,,Defiant,100,120,90,40,60,80,45,70,172,Slow,Field,,50,20
894,767,Wimpod,7,Normal,Turn Tail Pokémon,Bug,Water,0.5,12,Wimp Out,,,25,35,40,20,30,80,90,70,46,Medium Fast,Bug,Water 3,50,20
895,768,Golisopod,7,Normal,Hard Scale Pokémon,Bug,Water,2,108,Emergency Exit,,,75,125,140,60,90,40,45,70,186,Medium Fast,Bug,Water 3,50,20
896,769,Sandygast,7,Normal,Sand Heap Pokémon,Ghost,Ground,0.5,70,Water Compaction,,Sand Veil,55,55,80,70,45,15,140,70,64,Medium Fast,Amorphous,,50,15
897,770,Palossand,7,Normal,Sand Castle Pokémon,Ghost,Ground,1.3,250,Water Compaction,,Sand Veil,85,75,110,100,75,35,60,70,168,Medium Fast,Amorphous,,50,15
898,771,Pyukumuku,7,Normal,Sea Cucumber Pokémon,Water,,0.3,1.2,Innards Out,,Unaware,55,60,130,30,130,5,60,70,144,Fast,Water 1,,50,15
899,772,Type: Null,7,Sub Legendary,Synthetic Pokémon,Normal,,1.9,120.5,Battle Armor,,,95,95,95,95,95,59,3,0,107,Slow,Undiscovered,,,120
900,773,Silvally,7,Sub Legendary,Synthetic Pokémon,Normal,,2.3,100.5,RKS System,,,95,95,95,95,95,95,3,0,257,Slow,Undiscovered,,,120
901,774,Minior Meteor Form,7,Normal,Meteor Pokémon,Rock,Flying,0.3,40,Shields Down,,,60,60,100,60,100,60,30,70,154,Medium Slow,Mineral,,,25
902,774,Minior Core Form,7,Normal,Meteor Pokémon,Rock,Flying,0.3,0.3,Shields Down,,,60,100,60,100,60,120,30,70,175,Medium Slow,Mineral,,,25
903,775,Komala,7,Normal,Drowsing Pokémon,Normal,,0.4,19.9,Comatose,,,65,115,65,75,95,65,45,70,168,Slow,Field,,50,20
904,776,Turtonator,7,Normal,Blast Turtle Pokémon,Fire,Dragon,2,212,Shell Armor,,,60,78,135,91,85,36,70,70,170,Medium Fast,Dragon,Monster,50,20
905,777,Togedemaru,7,Normal,Roly-Poly Pokémon,Electric,Steel,0.3,3.3,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96,180,70,152,Medium Fast,Fairy,Field,50,10
906,778,Mimikyu,7,Normal,Disguise Pokémon,Ghost,Fairy,0.2,0.7,Disguise,,,55,90,80,50,105,96,45,70,167,Medium Fast,Amorphous,,50,20
907,779,Bruxish,7,Normal,Gnash Teeth Pokémon,Water,Psychic,0.9,19,Dazzling,Strong Jaw,Wonder Skin,68,105,70,70,70,92,80,70,166,Medium Fast,Water 2,,50,15
908,780,Drampa,7,Normal,Placid Pokémon,Normal,Dragon,3,185,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36,70,70,170,Medium Fast,Dragon,Monster,50,20
909,781,Dhelmise,7,Normal,Sea Creeper Pokémon,Ghost,Grass,3.9,210,Steelworker,,,70,131,100,86,90,40,25,70,181,Medium Fast,Mineral,,,25
910,782,Jangmo-o,7,Normal,Scaly Pokémon,Dragon,,0.6,29.7,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,45,70,60,Slow,Dragon,,50,40
911,783,Hakamo-o,7,Normal,Scaly Pokémon,Dragon,Fighting,1.2,47,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,45,70,147,Slow,Dragon,,50,40
912,784,Kommo-o,7,Normal,Scaly Pokémon,Dragon,Fighting,1.6,78.2,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,45,70,270,Slow,Dragon,,50,40
913,785,Tapu Koko,7,Sub Legendary,Land Spirit Pokémon,Electric,Fairy,1.8,20.5,Electric Surge,,Telepathy,70,115,85,95,75,130,3,70,257,Slow,Undiscovered,,,15
914,786,Tapu Lele,7,Sub Legendary,Land Spirit Pokémon,Psychic,Fairy,1.2,18.6,Psychic Surge,,Telepathy,70,85,75,130,115,95,3,70,257,Slow,Undiscovered,,,15
